ID,DATE,category1,category2,category3,category4,headline,text,,URL ,checked,,other URL
82,8/20/2009,economy,ENVT,"$83,000,000",HC,Ontario Tornado Outbreak,"The largest tornado outbreak on the Canadian record strikes southern Ontario, as 19 recorded twisters rake the region from near Sarnia to east of Toronto. One supercell south of Barrie produces a cluster of four tornadoes all by itself. A boy dies when a workshed collapses near Owen Sound.",,www.ibc.ca/en/Media_Centre/News_Releases/2009/12-22-2009.asp,OK,,
83,6/15/2010,economy,VALU,"$617,000,000,000",HC,Half-Trillion Dollar River,"Ecological economists Sarah Wilson and Mark Anielski calculate that the ""non-market"" ecological goods and services (e.g., carbon storage, water filtration, water supply) provided by nature in the 1.7 million sq. km. Mackenzie River watershed are worth $571 billion per year—more than 13 times the region’s official GDP of $42 billion per year.",,http://www.borealcanada.ca/documents/MackenzieReport_2010.pdf,OK,,
84,7/12/2010,economy,ENVT,"$540,000,000",HC,Hail Pummels Calgary,"Four-centimeter-wide hailstones batter cars and glazing in Calgary, doing a half billion dollars in damage in a few minutes. Auto body repair shops report later that they are wait-listed into the following year, and Insurance Bureau of Canada vice-president Doug Noble observes: ""There is no doubt that we are seeing more and more the impact of severe weather in Alberta.""",,http://www.ibc.ca/en/natural_disasters/documents/mcbean_report.pdf,OK,,
85,9/22/2010,economy,ENVT,"$75,000,000",HC,Igor Mauls Newfoundland,"By the time it struck Newfoundand, Hurricane Igor was past its prime. It still struck the island with hurricane-force winds, flooding roads, sweeping away houses and washing out roads.",,http://www.ibc.ca/en/natural_disasters/documents/mcbean_report.pdf,OK,,
86,12/31/2010,economy,VALU,"$30,000,000,000",HC,Deadly Air,"A study by the Organization for Economic Co-Operation and Development (OECD) released in 2014 will find that nearly 7,500 Canadians died in 2010 from the health effects of ambient air pollution. Their deaths cost the economy more than US$27 billion (CAD $30 billion) in 2014 in lost productivity.",,http://www.oecd-ilibrary.org/environment/the-cost-of-air-pollution_9789264210448-en,,,
87,5/16/2011,economy,ENVT,"$730,000,000",HC,"Slave Lake Fire, AB","A forest fire levels most of Slave Lake, Alberta, becoming the second-most costly natural disaster in history for Canada's insurers to that date, with preliminary damage estimates above $700 million.",,http://en.wikipedia.org/wiki/2011_Slave_Lake_wildfire,OK,,
88,8/21/2011,economy,ENVT,"$78,000,000",HC,F3 Twister in Ontario,"A tornado rips through Goderich, Ontario, on a summer afternoon, killing one person and destroying businesses and homes.",,http://www.ibc.ca/en/Media_Centre/News_Releases/2011/09-21-2011.asp,OK,http://www.huffingtonpost.ca/2011/08/21/goderich-tornado-storm-damage-buildings_n_932614.html#s334941title=Ontario_Storm,
89,8/12/2011,economy,ENVT,"$575,800,000",HC,Half-Billion Dollar Wind,"High winds, rain and hail thrash downtown Calgary. Claims for property damage will reach $552 billion—nearly half the property-damage insurance payouts for all of Canada that year.",,http://www.huffingtonpost.ca/2012/12/11/calgary-wind-storm-insurance-claims-canada_n_2280125.html,OK,,
90,8/30/2011,economy,ENVT,"$135,000,000",HC,Irene Slaps N.B. Que. and Ont.,Hurricane Irene is downgraded to a tropical storm before reaching Canada but still manages to leave tens of thousands of people in the dark as powerful winds and heavy rain disrupt Quebec and the Maritimes.,,http://www.ibc.ca/en/natural_disasters/documents/mcbean_report.pdf,OK,,
91,11/27/2011,economy,ENVT,"$208,000,000",HC,Autumn Winds Whip Alberta,"Strong winds blow out the windows of office towers, tear shingles from roofs and flip at least one transport truck onto its side as late-November windstorms sweep southern Alberta.",,http://www.ibc.ca/en/Media_Centre/News_Releases/2011/12-22-2011.asp,OK,,
92,12/31/2011,economy,VALU,"$1,648,000,000",HC,West Leads in Damage,"Seven Canadian weather catastrophes—up from five the year before—produce an estimated $1.58 billion in insurance payouts in 2011. Alberta has been hardest hit by property damage in the past 36 months, accounting for almost two-thirds of all Canadian insured losses to natural disasters.",,http://www.canadianunderwriter.ca/news/insured-losses-for-canadian-catastrophes-reach-1-5-billion/1001110266/?&er=NA,OK,,
93,4/15/2012,economy,ENVT,"$103,540,000",HC,Frost Follows Untimely Bloom,An unseasonable March warm spell brings apple and other fruit trees in southern Ontario into premature bloom five weeks early. An April frost destroys 80 per cent of the province's apple blossoms--and subsequent harvest value.,,http://www.nrcan.gc.ca/environment/resources/publications/impacts-adaptation/reports/assessments/2014/16309,OK,,
94,3/26/2013,economy,VALU,"$862,000,000,000",HC,"Canada's ""Unburnable"" Carbon","A comparison of the world’s greenhouse gas ‘budget’ to stabilize the climate, and Canada’s oil, coal and gas reserves, finds that nearly 90% of those may need to remain buried. The study compared estimates of how much additional carbon can be released into the atmosphere without triggering dangerous climate upheaval, with the carbon contents of Canadian fossil fuel deposits. It finds that proven reserves represent at least ten times Canada’s ‘fair’ share of the world’s remaining carbon budget, if that is based on share of world GDP; 38 times our share on a per-capita basis. If the world instituted a $50/ton carbon price, the study found, 114 listed Canadian fossil energy companies would face liabilities of $844 billion, “more than two and a half times the market capitalization and nearly double the assets of those companies.”",,https://www.policyalternatives.ca/publications/reports/canadas-carbon-liabilities,OK,,
95,6/22/2013,economy,ENVT,"$4,900,000,000",HC,Calgary's Record Flood,"Heavy rains swell the Bow River, flooding much of downtown Calgary including its famous Stampede grounds. Insurers later call the floods the costliest single weather disaster to date in Canada, incurring $4.8 billion in economic losses. The direct cost of clean-up came to $1.9 billion. Most of that was ultimately paid by the federal government, since no Canadian insurer offers so-called “overland” flood insurance (different from insurance against sewer backups). Insurers blame the lack of coverage on their inability to estimate their loss risk from outdated or missing federal government flood-risk maps.",,http://en.wikipedia.org/wiki/2013_Alberta_floods,OK,http://www.ctvnews.ca/canada/canada-must-be-ready-for-reality-of-climate-change-forum-told-1.1758122/comments-7.501631,
96,7/8/2013,economy,ENVT,"$869,000,000",HC,Toronto Floods,"Barely two weeks after floods ravage downtown Calgary, heavy rain overwhelms storm drains in Canada’s biggest city, leaving thousands without power and idling public and private transportation. Insured property damage will be estimated at $850 million—making it Ontario’s most expensive storm to that date.",,http://www.thestar.com/business/2013/08/14/july_flood_ontarios_most_costly_natural_disaster.html,OK,,
97,12/21/2013,economy,ENVT,"$200,000,000",HC,Ice Storms for Xmas,"Ice storms sweep across southern Ontario, Quebec and the Maritimes. The storm grounds hundreds of holiday flights and plunges tens of thousands of households into the dark, without heat or electricity, over the following days. Clean-up was expected to cost the city of Metro Toronto alone some $106 million. Insured losses are estimated at more than $200 million.",,http://www.theglobeandmail.com/news/toronto/toronto-exploring-call-to-army-for-ice-storm-help-deputy-mayor-says/article16182363/,OK,,
98,1/15/2014,economy,VALU,"$88,000,000,000",HC,A $88 B To-do List,"Canada’s cities face at least $88 billion in overdue investment to bring water supply and waste-water treatment infrastructure up to requirements. A report sponsored by Canada’s largest bank, among others, recommends that ‘green infrastructure’—incorporating natural features and landscapes into water management—can save money and multiply benefits.",,http://www.rbc.com/newsroom/news/2012/20120322-water-study.html,OK,,
99,1/20/2014,economy,VALU,"$3,477,000,000",HC,2013's record insurance payout,"The Insurance Bureau of Canada (IBC) announces that extreme weather events in 2013, from Calgary's floods to a late-in-the-year ice storm that paralyzed Toronto, forced insurers to pay out a record $3.2 billion in claims. ""Canadian communities are seeing more severe weather, especially more intense rainfall. This overburdens our sewer and stormwater infrastructure, resulting in more sewer backups in homes and businesses,” says Don Forgeron, Chief Executive of the IBC.",,http://www.theglobeandmail.com/report-on-business/floods-prompt-insurers-to-call-for-catastrophe-protections/article19253018/,OK,,
100,6/5/2014,economy,VALU,"$115-371,000,000,000",HC,The Price of Climate Stability,"Economists Lord Nicholas Stern and Norman Dietz try to calculate the ‘value’ of preventing a ton of carbon from being released into the atmosphere, based on the damage it will do if global temperatures rise more than 2oC above pre-industrial levels (as is likely on the current trend). They come up with a range of $US32-$US103 today, and $US82-$US260 in 2035. If such a value had been placed as a price on carbon emissions in 2013, the world’s emitters would have had to pay between $115 billion and $371 billion.",,http://www.businessspectator.com.au/print/831956,OK,,
101,6/9/2014,economy,VALU,"$117,000,000,000",HC,Manitoba's Boreal Value,"A study of Manitoba’s boreal forest estimates the value of its locked-in carbon at $117 billion. The report, by Ducks Unlimited and the Boreal Songbird Initiative, details a wide variety of other ecological values that the province’s 570,000 km2 of boreal forest—an expanse larger than Spain or Sweden--provide. The boreal region contains some of the last intact ranges for such threatened species as woodland caribou and many migratory forest songbirds.",,http://www.ducks.ca/assets/2014/06/MB-water-report-Final-June-9.pdf,OK,,
102,5/29/2014,economy,VALU,"$125,000,000,000,000",HC,$125 Trillion Planet,"American environmental economist Robert Costanza and his research team estimate that the Earth's living and biophysical natural systems supplied global humanity with US $125 trillion in economic value in 2011. Natural services from cropland soils to photosynthesis contributed economic values of nearly one and a half times the global GDP that year, $84 trillon.",,https://sites.google.com/a/idakub.com/www/CV/publications/2014_Costanza_GlobalValueUpdate.pdf,OK,,
103,6/19/2014,economy,VALU,"$7,000,000,000",HC,Toronto's Trees Worth $7 billion,"A study by Toronto Dominion Bank economists calculates the value of the Ontario capital’s many mature trees at roughly $7 billion, or $700 per tree. The urban forest delivers over $80 million in environmental benefits and avoided costs each year—from energy-saving shade to the removal of air pollution. The benefits are worth about $125 year to each Toronto family, and return between $1.35 and $3.20 for every dollar spent on tree maintenance.",,http://www.td.com/document/PDF/economics/special/UrbanForests.pdf,OK,,
104,6/23/2014,economy,VALU,"$2,600,000,000,000",HC,World Bank: Climate Action Worth Trillions,"The World Bank finds that tackling climate change would boost the world's gross economic product by $2.6 trillion by 2030. It finds that even if only the United States, China, Brazil, India, Mexico and the European Union instituted new policies aimed at cutting emissions, world GDP would rise 1.5 percent more than on its current track. ""This report removes another false barrier, another false argument, not to take action against climate change,"" said World Bank President Jim Kim.",,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2014/06/20/000456286_20140620100846/Rendered/PDF/889080WP0v10Bo0elopment0Main0report.pdf,OK,,
105,6/24/2014,economy,VALU,">$700,000,000,000",HC,Climate to Cost US $100 Billions ,"A bipartisan, independent study group in the United States warns that the US economy faces potentially hundreds of billions of dollars in damage from unchecked climate change in the coming decades. Sea-level rise alone puts more than US$700 billion in coastal property at risk, the ‘Risky Business’ report says: “On our current climate path, some homes and commercial properties with 30-year mortgages in places in Virginia, North Carolina, New Jersey, Alabama, Florida, and Louisiana and elsewhere could quite literally be underwater before the note is paid off.""  Key crops like corn, soybeans and cotton, are likely to see harvests contract by 10 to 20 per cent as early as during the present decade. ",,http://riskybusiness.org/,OK,http://riskybusiness.org/uploads/files/RiskyBusiness_PrintedReport_FINAL_WEB_OPTIMIZED.pdf,
106,7/2/2014,economy,VALU,"$9,600,000,000",HC,"Low Water, High Costs","A study by Toronto’s Mowat Centre projects that falling water levels in the Great Lakes, as a result of climate change, will cost the region $9.6 billion by 2030 and nearly twice that by mid-century. Residential waterfront property in Ontario will lose $794 million in value by 2030.",,http://www.mowatcentre.ca/wp-content/uploads/publications/89_low_water_blues.pdf,OK,,
107,7/18/2014,economy,SCI,"$6,127,000,000",HC,"Sea Water ""Corrosive"" to Shellfish","Researchers find that “corrosive” sea water (shared with Canada) threatens Alaska’s $6 billion fisheries. Ocean water generally is becoming more acidic as it absorbs roughly a quarter of human carbon dioxide emissions. Acid weakens or completely dissolves the shells that protect many marine animals, from tiny plankton-size shrimp to oysters and lobsters. In media reports on the study, Jay Inslee, Governor of Washington, which shares British Columbia’s southern ocean border, says that acidifying seawater also imperils that state’s $270 million shellfish industry.",,http://www.nytimes.com/2014/08/04/us/as-oysters-die-climate-policy-goes-on-stump.html,OK,,
108,7/29/2014,economy,VALU,"$150,000,000,000",HC,Early Climate Action Cheaper,"A report by the US Executive Branch concludes that the cost of action to mitigate (delay or reduce) climate change will rise by 40% for every decade it is postponed. “Although delaying action can reduce costs in the short run, on net, delaying action to limit the effects of climate change is costly,” the White House authors conclude. This is so for two reasons: first, delay allows more CO2 to accumulate in the atmosphere, creating more damaging weather disruptions; secondly, delay raises the cost of later action to achieve a desired greenhouse gas concentration. The report also estimates that for every degree Celsius the planet warms past 2°C above pre-industrial levels—a likely event if global responses remain on their current track—impacts would create an annual drain of $150 billion on the world economy.",,http://www.whitehouse.gov/sites/default/files/docs/the_cost_of_delaying_action_to_stem_climate_change.pdf,OK,,
109,7/30/2014,economy,VALU,"$550,000,000,000",HC,$500 B River,"Environmental economists place a value of between US $69.2 billion and US $496.4 billion ($550 billion CAD) on services provided by the Colorado River and its watershed. The non-profit Tacoma, WA-based Earth Economics aggregated the dollar value of 11 ecosystem services such as water supply, air quality, reduced flood risk, wildlife habitat, recreation and a category called “aesthetic information.” Its report added: “This is likely an underestimate, since many services lacked valuation data.”",,http://www.eartheconomics.org/FileLibrary/file/Reports/Earth%20Economics%20Colorado%20River%20Basin%20ESV%20FINAL.pdf,OK,,
110,9/17/2014,economy,VALU,,HC,IMF: Carbon Price Boosts Growth,"A study by the market-oriented International Monetary Fund finds that a ‘carbon price’ of about $30 a ton of CO2 would boost Canada’s economy. The study finds that a carbon tax designed, like the one in place in British Columbia since 2008, to be ‘recycled’ through reductions in other taxes, could generate a boost to the national economy of close to 0.8 per cent of GDP (roughly as much as the economy grew in the first three months of 2014). The global study found that an average carbon price of $57.5 per ton of CO2, enacted at “efficient” levels in the top 20 greenhouse gas emitters, would deliver benefits worth 4 per cent of their combined GDP.",,http://www.imf.org/external/pubs/ft/wp/2014/wp14174.pdf,,,
111,9/18/2014,economy,VALU,,HC,$24 T Call for Climate Action,"Investors representing financial assets worth more than a quarter of the entire world’s economic product (2012), urge national leaders to take stronger action to limit climate disruption. The statement by more than 340 institutional investors, managing funds worth $24 trillion from around the globe, estimate that annual investment in clean, low-carbon technology needs to quadruple to hold global warming below 2°C, and called on governments to enact supportive legislation to accomplish that goal.",,http://www.unep.org/NewsCentre/default.aspx?DocumentID=2796&ArticleID=10984,,,
112,6/15/1989,land air water,LEG-R,,PC,Environmental Protection Act Gets Traction,"Regulations begin to be put into effect under the Canadian Environmental Protection Act (CEPA), passed the previous year in 1988. CEPA centralized and strengthened environmental protections that had previous been scattered among a variety of laws. It replaced the Clean Air Act of 1971, the Ocean Dumping Control Act of 1973, and the Environmental Contaminants Act of 1976, and captured some aquatic nutrient control provisions that had formerly been in the Canada Water Act.",,http://www.tandfonline.com/doi/pdf/10.1080/08940630.1988.10466452,,,
113,5/15/1990,land air water,ASMT,,PC,Provincial Hand-Off Panned,"The federal Auditor General reports that compliance to environmental regulations has suffered ""a serious deterioration"" since the (then) Department of Environment turned enforcement of federal rules over to provincial governments. Compliance on limiting toxic effluent from mining fell from 85 per cent in 1982 to 48 per cent in 1988. Nine out of 20 non-compliant mines in 1988 were releasing at least three times their permitted amounts of pollution. The Auditor-General also found that the Department evaluated fewer than ten per cent of its programs, and found serious problems with those.",,http://www.oag-bvg.gc.ca/internet/English/parl_oag_199011_18_e_8013.html,,,
114,11/15/1990,land air water,LEG-R,,PC,Ministers Set Ozone Targets,The Canadian Council of Ministers of the Environment (CCME) releases a plan to reduce ground level ozone (nitrogen oxide and volatile organic compounds) in Canadian urban centers to a maximum of 82 ppb by 2005. The plan sets Canada-Wide Standards for air pollution and represents a significant success in intergovernmental cooperation in reducing air pollution.,,http://www.ccme.ca/assets/pdf/pn_1066_e.pdf,,,
115,12/11/1990,land air water,LEG-R,,PC,"A ""Green Plan"" for Canada","The federal government tables a ‘Green Plan’ for Canada, its response to the 1987 Brundtland Commission’s report on sustainable development, Our Common Future. The $3 billion plan sets ambitious goals to transform decision-making across the entire federal government to view economic development and environmental stewardship as “mutually supportive, rather than mutually exclusive.” These priorities will change with a change in government three years later, and most of the Green Plan’s budget will be redirected to other purposes.",,https://www.google.ca/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCgQFjAB&url=http%3A%2F%2Fwww.un.org%2Fjsummit%2Fhtml%2Fcalendar%2Fmeeting.docs%2Fcanadacountry%2520contribution1120.doc&ei=jjuPVKqrFJS1oQTItYLABA&usg=AFQjCNHxT0PSYMcIMSJWujZQZVH41zI08Q&sig2=dM3pZ64RBLOQD2qU4dTyuA,,,
116,3/31/1991,land air water,ASMT,,PC,Fuzzy on Goals and Roles,"Canada’s new Commissioner of the Environment and Sustainable Development reports to Parliament on how effectively the Department of the Environment is working with provinces to protect Canadians’ natural security. The report notes that roles between the two levels of government must be negotiated, because the constitutional division of powers crafted in 1867 does not address the environment. It finds the federal government has not clarified with the provinces their respective responsibilities for enforcing federal laws, nor the environmental goals to be achieved. Enforcement priorities are not clearly defined, monitored or evaluated. Although a 1987 Great Lakes Water Quality Agreement committed Canada to implement plans to remediate identified pollution ‘hot spots’ on the lakes, the plans developed lack measurable goals or deadlines that could be used to hold managers accountable.",,http://www.oag-bvg.gc.ca/internet/English/parl_oag_199111_11_e_8038.html,,,
117,2/7/1992,land air water,LTGN,,PC,Executives Held Liable for Pollution,"A Provincial Court decision in 'R. v. Bata Industries Ltd.,' a footwear manufacturer, confirms that directors and officers of corporations in Canada bear a personal responsibility to ensure that their company obeys environmental laws. The company and three directors were charged under Ontario law with “failing to take all reasonable care to prevent the corporation from causing or permitting” an “unlawful discharge” of chemical wastes from its factory site in Batawa, Ont.. Two of the directors are found guilty and fined $12,000 each; their fines are reduced on $6,000 on appeal. The case demonstrates that company officers may be held personally responsible for its actions that damage the environment. -- R v. Bata Industries Ltd. 1992",,http://www.canlii.org/en/on/onsc/doc/1992/1992canlii7721/1992canlii7721.html,,,
118,6/23/1992,land air water,LEG-R,,PC,Canada To Get Environmental Assessment,"The Canadian Environmental Assessment Act (1992) is passed. It requires federal departments, agencies and Crown Corporations to conduct environmental assessments of projects involving federal funding, permits or licensing. Those assessments must consider how the proposed project may affect environmental values protected under laws like the Canadian Environmental Protection Act, the Fisheries Act and Navigable Waters Protection Act. It will be the subject of numerous contests in court over the next two decades, before being repealed and replaced in 2012. The later Act will sharply limit both the scope and process terms of this original version.",,http://www.cela.ca/collections/justice/canadian-environmental-assessment-act,,,
119,6/23/1992,land air water,LEG-R,,PC,Rules for Hazardous Transport,"A Transportation of Dangerous Goods Act (1992) receives Royal Assent. It establishes a system of product classification, documentation, labelling, vehicle placarding, and reporting on the transport of “dangerous goods”. Those include explosives, corrosives, compressed gases, combustible liquids and solids, toxic, radioactive or infectious materials, and other products identified in regulation.
The Act requires shippers to establish Emergency Response Plans, and have them approved by the Minister of Transport or their designate, before offering such goods for transport. Its coverage applies to all modes of interprovincial and international transportation, as well as to all those involved in manufacturing, packaging or shipping dangerous goods. It carries a maximum penalty of $100,000 or two years’ imprisonment.",,http://www.blakesfiles.com/Guides/2012_Blakes_Environmental_Law_in_Canada_EN.pdf,,,
120,6/30/1992,land air water,LEG-R,,PC,Freshwater Science Dispersed,"Canada's world-leading centre for freshwater science and policy, the Inland Waters Directorate, is renamed the Ecosystems Directorate. Over the following months its functions are dispersed through several reorganizations. Its largest units, the Canadian Water Survey, and research bases in Burlington and Saskatoon still exist in 2014, albeit reduced in size. The Inland Waters Directorate's water policy capacity is lost.",,,,,
121,11/25/1992,land air water,LEG-R,,PC,Ministers Commit to Protected Areas,"Canada's federal, provincial and territorial Ministers of Environment, Parks and Wildlife sign a 'Statement of Commitment to Complete Canada's Network of Protected Areas.’ The governments undertake to designate for protection representative examples of terrestrial ecosystems by 2000, and accelerate designation of marine ecosystems.",,,,,
122,6/30/1993,land air water,LEG-R,,PC,Ottawa to 'Steer' Not 'Row',"Senior Environment Canada officials review two years of Green Plan implementation, but the exercise ends by redefining the Department's mission away from enforcement.  “At Environment Canada,"" the final document reads, ""we want to see a Canada where people make responsible decisions about the environment, and where the environment is thereby sustained.” Internal communications describe the new federal strategy as one of ""steering"" and leaving the provinces to do the ""rowing.""",,,,,
123,11/15/1993,land air water,LEG-R,,LIB,"Feds-Provinces ""Harmonize"" Stewardship","Ottawa and the Canadian Council of Ministers of the Environment agree to ""harmonize"" federal and provincial legislation and enforcement efforts to align standards and reduce duplicated effort. The agreement bears fruit five years later, in 1998.",,"
",,,
124,12/1/1993,land air water,ASMT,,LIB,Ottawa Vague on Water Goals,"The Auditor General reports to Parliament on the government’s performance on the cleanup and control of freshwater pollution. The report finds that Ottawa is implementing action plans to improve water quality in the Great Lakes, B.C.’s Fraser River, and the Atlantic coast—but lacks metrics to know whether they are making headway. Plans for the Great Lakes and Fraser R. are “producing some positive results.” But lacking is “a federal framework of desirable water quality objectives for the major ecosystems across Canada,” to provide objectives for regional plans to work toward and provide the public with some assurance that they are achieving their objectives. “The federal government needs to know where it is going and how it is going to get there if it is to use its limited resources efficiently and effectively,” the Auditor General observes.",,,,,
125,1/19/1995,land air water,LEG-R,,LIB,Environmental Assessment Enters Force,"The Canadian Environmental Assessment Act (1995) comes into force. Its key purpose is to carefully consider the long-term environmental consequences of a development proposal before deciding whether or how it should proceed. The Act requires that project impacts be examined in the light of other federal laws that protected species at risk, fisheries, migratory birds and protected areas. It acknowledges treaty and aboriginal rights and provides a mechanism for aboriginal consultation. The Act is repealed in 2012 and replaced by the Canadian Environmental Assessment Act, 2012.",,http://www.ecojustice.ca/files/ceaa-backgrounder,,,
126,2/6/1995,land air water,LEG-R,,LIB,Environment Canada Budget Slashed,"The federal government’s deficit-slashing 1995 budget, following a review of all government programs, cuts $256 million over three years from Environment Canada’s budget, a little more than one-third of its 1994 appropriation of $737 million.",,https://www.fin.gc.ca/budget95/fact/facts.pdf,,,
127,3/30/1995,land air water,LEG-R,,LIB,Natural Security Audits  ,"The federal government introduces ‘A Guide to Green Government’. It requires every federal department to develop a sustainability plan, and to present it to Parliament by 1997. The government also creates an office of Commissioner of the Environment and Sustainable Development, within the Auditor-General’s office, to audit the progress departments are making toward their sustainability goals, and how the government in general is meeting its mandates under various environmental laws.",,,,,
128,3/31/1995,land air water,ASMT,,LIB,Ottawa Abandons Flood Mapping,"The federal government lets cooperation agreements with three provinces to map flood zones expire. When the Flood Damage Prevention Program, which dated to 1975 and helped cities identify areas vulnerable to flooding, is entirely wound down in 2000, the federal government's only role in flood response will be as a last-resort provider of disaster assistance.",,http://www.iclr.org/images/An_Assessment_of_Flood_Risk_Management_in_Canada.pdf,,,
129,11/15/1995,land air water,LEG-R,,LIB,Feds and Provinces Take Aim at Sewage ,"The Council of Canadian Ministers of the Environment (CCME) form a working group to develop a Canada-wide Strategy for the treatment and release of municipal wastewater. The strategy will be announced 14 years later, in 2009, and sets targets to be achieved in some cases as late as 2039.",,,,,
130,6/1/1996,land air water,ASMT,,LIB,Toxic Site Clean-up Lags,"Canada’s government is unaware of the full risk of dump sites on federal land harbouring threats from radioactive material to unexploded bombs. The new independent Commissioner of the Environment reports that the federal government does not have a complete picture of the environmental or financial liabilities arising from sites containing everything from unexploded military ordnance to petroleum products to radioactive waste. The Commissioner warns that with a few exceptions, the government has too little information about most contaminated sites to adequately assess their risks to human health or safety and the environment, or to estimate the cost and duration of remediation efforts. Based on the current progress (on timetables that the Commissioner found “overly optimistic”) it could take at least another decade to fully list, assess and clean up all contaminated sites.",,,,,
131,12/18/1996,land air water,LEG-R,,LIB,Canada Asserts its Ocean Rights,"The Oceans Act receives Royal Assent and becomes law, establishing a 200 nautical mile ""exclusive economic zone"" beyond Canada's shoreline, as permitted by Canada's membership in the Convention on the Law of the Sea. The legislation also asserts Canada's right to the living and non-living resources of the continental shelf, which may extend beyond that exclusive zone. (Canada had unilaterally asserted a less inclusive, 200-nautical-mile fishing zone in 1977.) The Act requires the Minister of Fisheries and Oceans to: co-ordinate federal agencies concerned with protecting the ocean environment; lead the implementing of a national strategy to manage Canada’s marine waters; find ways to integrate the management of all private and public activities in estuaries, coastal and marine waters; and propose to Cabinet standards for marine environmental quality. It also creates a system of marine-protected areas (MPAs), “to protect and conserve important fish and marine mammal habitats, endangered marine species, unique features and areas of high biological productivity or biodiversity.” ",,http://www.blakesfiles.com/Guides/2012_Blakes_Environmental_Law_in_Canada_EN.pdf,http://www.dfo-mpo.gc.ca/oceans/planning/marineprotection-protectionmarine/index-eng.htm#network,,
132,9/8/1997,land air water,LTGN,,LIB,Federal Anti-Pollution Law Prevails,"Hydro Quebec was charged under the 1988 Canadian Environmental Protection Act with releasing toxic polychlorinated biphenyls (PCBs) into a Quebec waterway. The provincial Crown-owned utility challenged the federal government’s constitutional jurisdiction in laying the charge. The Supreme Court of Canada confirms that Ottawa’s criminal law powers apply to environmental protection, as “a public purpose of superordinate importance.” The decision confirms that Ottawa can use its criminal law powers to enact nation-wide environmental protections.",,http://www.canlii.org/en/ca/scc/doc/1997/1997canlii318/1997canlii318.pdf,,,
133,1/29/1998,land air water,LEG-R,,LIB,"Feds, Provinces ""Harmonize"" Stewardship","The Canada-Wide Accord on Environmental Harmonization takes effect. Its first three ""principles"" assert the ""Polluter-Pay"" and ""Precautionary"" principles, and the importance of preventing pollution from happening. After five years of negotiation, however, the Agreement's specific terms are put off still further for future sub-agreements. Ottawa and the provinces also undertake to develop a ""one-window"" approach for industries seeking federal and provincial environmental approvals, including combined environmental impact assessments.",,http://www.ccme.ca/assets/pdf/accord_harmonization_e.pdf,,,
134,6/18/1999,land air water,LEG-R,,LIB,Environmental Protection Act Bolstered,"An overhaul strengthens and expands the 1988 Canadian Environmental Protection Act (CEPA). CEPA (1999) requires all new chemicals brought to market to be evaluated for human health and environmental risks before they can be manufactured or imported into Canada; the responsibility is shared between Environment Canada and Health Canada. It also requires a systematic screening of 23,000 substances already in use in Canada. An initial screening is completed in 2006, but the schedule for giving 4,300 compounds of more concern a second look stretches to 2020. In 2012, a panel of experts will review how chemicals are assessed, and find that “toxicity data are lacking for 87 percent of chemicals on the market.”",,http://www.ec.gc.ca/lcpe-cepa/default.asp?lang=En&n=24374285-1,,,
135,5/1/2000,land air water,ASMT,,LIB,Ozone Unbeaten,"The Commissioner of the Environment reports that a ten-year-old federal provincial plan has failed to contain ground-level ozone smog (nitrogen oxide and volatile organic compounds). The report finds that the federal government did most of what it had promised to do, but that provincial “good intentions [were] never implemented as originally envisioned.” The Commissioner notes that the federal government’s duty to protect the public from environmental risk carries an obligation to establish cooperation agreements with provinces and territories that will achieve their desired results.",,http://www.oag-bvg.gc.ca/internet/English/parl_cesd_200005_04_e_11231.html#0.2.2Z141Z1.DJN33I.2T9OUF.K7,,,
136,5/11/2000,land air water,ENVT,,LIB,Walkerton Water Tragedy,"Heavy spring rain rinsed animal manure from a pasture into a shallow well that served the 4,800 residents of the Ontario farm town of Walkerton. Municipal water system operators failed to notice a telltale downtick in chlorine levels and contaminated water flowed through the town’s mains for weeks, infecting half its residents with gastroenteritis and sending sixty-five to hospital. Twenty-seven people suffered acute kidney damage. Seven died.",,http://www.attorneygeneral.jus.gov.on.ca/english/about/pubs/walkerton/part1/,,,
137,5/15/2000,land air water,ASMT,,LIB,Mixed Performance on Ground Ozone,"The Auditor-General, in a report, finds: ""Developing the 1990 NOx/VOC [nitrogen oxide and volatile organic compounds] Management Plan represented a major achievement by the federal, provincial and territorial governments and provided sound strategic direction. We found that the federal government did most of what it had promised to do under Phase 1 of the 1990 Plan; however, more needs to be done to heighten public awareness. Even though the federal government expected that its contribution to reducing emissions would be modest, the 1990 Plan represented good intentions and the aspects that were completed should make a contribution to Canada's air quality. But the Plan was never implemented as originally envisioned, and this has created an ""implementation gap"" between strategic planning and the efforts required of the partners to achieve the goal. Canada's smog problem is far from being resolved.""",,http://www.oag-bvg.gc.ca/internet/English/parl_cesd_200005_04_e_11231.html#0.2.2Z141Z1.DJN33I.2T9OUF.K7,,,
138,10/20/2000,land air water,LEG-R,,LIB,National Parks Act Amended,"Canada has had national parks since 1885, and a National Parks Act since 1930. That act is updated with a variety of measures to streamline the process for creating or enlarging parks; restrict commercial development in communities located in parks; and improve protection for wildlife and other resources in national parks. At the same time, seven new national parks are created, including Gros Morne in Newfoundland, and the Pacific Rim National Park Reserve is created in British Columbia.",,,,,
